"API NUMBER","WELL NAME","WELL NUMBER",OPERATOR,STATE,COUNTY,"NUMBER OF DAYS ONLINE","CO2, MSCF","SULFUR, LONG TONS","PRODUCTION DATE","OIL, BARRELS","GAS, MSCF","WATER, BARRELS","PRODUCING UNIT NAME"
"=""35037231520000""",Guinn,1,"B & D Oil & Gas Llc",OK,Creek,,,,1997-07-01,0,537,,Guinn
"=""35037232160000""","J L Wheeler",1,"Wheeler J L",OK,Creek,,,,1997-11-01,0,172,,"J L Wheeler"
"=""35037232160000""","J L Wheeler",1,"Wheeler J L",OK,Creek,,,,1997-01-01,0,184,,"J L Wheeler"
"=""35037236470000""","Woodrow Childers ""e""",1,"Enervest Operating Llc",OK,Creek,,,,1997-10-01,0,108,,"Woodrow Childers ""e"""
"=""35037236490000""","Woodrow Childers",F-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-11-01,0,257,,"Woodrow Childers"
"=""35037236490000""","Woodrow Childers",F-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-07-01,0,277,,"Woodrow Childers"
"=""35037236490000""","Woodrow Childers",F-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-04-01,0,275,,"Woodrow Childers"
"=""35037236490000""","Woodrow Childers",F-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-03-01,0,250,,"Woodrow Childers"
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,1997-10-01,0,767,,Shamas
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,1997-09-01,0,790,,Shamas
"=""35037224300000""",Whitmore,1,"Miller-mcgee Operating Inc",OK,Creek,,,,1997-06-01,0,416,,Whitmore
"=""35037212080000""",Goff,1,"Spess Oil Company Inc",OK,Creek,,,,1997-09-01,0,382,,Goff
"=""35037212080000""",Goff,1,"Spess Oil Company Inc",OK,Creek,,,,1997-03-01,0,383,,Goff
"=""35037212080000""",Goff,1,"Spess Oil Company Inc",OK,Creek,,,,1997-01-01,0,432,,Goff
"=""35037016710000""","Jennette Richard",20,"Petco Petroleum Corp",OK,Creek,,,,1997-09-01,0,286,,"Jennette Richard"
"=""35037016710000""","Jennette Richard",20,"Petco Petroleum Corp",OK,Creek,,,,1997-06-01,0,466,,"Jennette Richard"
"=""35037016710000""","Jennette Richard",20,"Petco Petroleum Corp",OK,Creek,,,,1997-04-01,0,477,,"Jennette Richard"
"=""35037017550000""",Corey,1,"Little Chicago Oil & Gas Inc",OK,Creek,,,,1997-08-01,0,217,,Corey
"=""35037017550000""",Corey,1,"Little Chicago Oil & Gas Inc",OK,Creek,,,,1997-04-01,0,218,,Corey
"=""35037011120000""",Franton,1-3w,"Egret Operating Company",OK,Creek,,,,1997-12-01,0,297,,Franton
"=""35037011120000""",Franton,1-3w,"Egret Operating Company",OK,Creek,,,,1997-07-01,0,608,,Franton
"=""35037011120000""",Franton,1-3w,"Egret Operating Company",OK,Creek,,,,1997-04-01,0,480,,Franton
"=""35037072920000""","Clift(m.s. Hughes #1)",1,"Glimp Oil Company Llc",OK,Creek,,,,1997-12-01,0,801,,"Clift(m.s. Hughes #1)"
"=""35037072920000""","Clift(m.s. Hughes #1)",1,"Glimp Oil Company Llc",OK,Creek,,,,1997-09-01,0,765,,"Clift(m.s. Hughes #1)"
"=""35037072920000""","Clift(m.s. Hughes #1)",1,"Glimp Oil Company Llc",OK,Creek,,,,1997-08-01,0,632,,"Clift(m.s. Hughes #1)"
"=""35037072920000""","Clift(m.s. Hughes #1)",1,"Glimp Oil Company Llc",OK,Creek,,,,1997-03-01,0,536,,"Clift(m.s. Hughes #1)"
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,1997-11-01,0,296,,Bond
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,1997-09-01,0,332,,Bond
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,1997-04-01,0,336,,Bond
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,1997-03-01,0,356,,Bond
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,1997-01-01,0,328,,Bond
"=""35037236440000""",Harrington,2,"Resco Enterprises Inc",OK,Creek,,,,1997-11-01,0,218,,Harrington
"=""35037236440000""",Harrington,2,"Resco Enterprises Inc",OK,Creek,,,,1997-08-01,0,224,,Harrington
"=""35037236440000""",Harrington,2,"Resco Enterprises Inc",OK,Creek,,,,1997-07-01,0,223,,Harrington
"=""35037250650000""",Y-bar,1,"Dexxon Inc",OK,Creek,,,,1997-11-01,0,243,,Y-bar
"=""35037228310000""",Sewell,7,"Dexxon Inc",OK,Creek,,,,1997-11-01,0,34,,Sewell
"=""35037228310000""",Sewell,7,"Dexxon Inc",OK,Creek,,,,1997-07-01,0,338,,Sewell
"=""35037228310000""",Sewell,7,"Dexxon Inc",OK,Creek,,,,1997-06-01,0,336,,Sewell
"=""35037236440000""",Harrington,2,"Resco Enterprises Inc",OK,Creek,,,,1997-04-01,0,191,,Harrington
"=""35037250650000""",Y-bar,1,"Dexxon Inc",OK,Creek,,,,1997-12-01,0,235,,Y-bar
"=""35037250650000""",Y-bar,1,"Dexxon Inc",OK,Creek,,,,1997-07-01,0,303,,Y-bar
"=""35037072920000""","Clift(m.s. Hughes #1)",1,"Glimp Oil Company Llc",OK,Creek,,,,1997-11-01,0,736,,"Clift(m.s. Hughes #1)"
"=""35037072920000""","Clift(m.s. Hughes #1)",1,"Glimp Oil Company Llc",OK,Creek,,,,1997-06-01,0,501,,"Clift(m.s. Hughes #1)"
"=""35037072920000""","Clift(m.s. Hughes #1)",1,"Glimp Oil Company Llc",OK,Creek,,,,1997-01-01,0,527,,"Clift(m.s. Hughes #1)"
"=""35037256640000""",Koski,1,"Mark Consulting Inc",OK,Creek,,,,1997-08-01,0,262,,Koski
"=""35037256640000""",Koski,1,"Mark Consulting Inc",OK,Creek,,,,1997-04-01,0,239,,Koski
"=""35037254080000""",Elias-shoppa,12-a,"Terra Production Company",OK,Creek,,,,1997-11-01,0,159,,Elias-shoppa
"=""35037254080000""",Elias-shoppa,12-a,"Terra Production Company",OK,Creek,,,,1997-08-01,0,283,,Elias-shoppa
"=""35037254080000""",Elias-shoppa,12-a,"Terra Production Company",OK,Creek,,,,1997-04-01,0,89,,Elias-shoppa
"=""35037255140000""","Arkules Barbara",1-12,"Slick Production Inc",OK,Creek,,,,1997-08-01,0,401,,"Arkules Barbara"
"=""35037255140000""","Arkules Barbara",1-12,"Slick Production Inc",OK,Creek,,,,1997-03-01,0,352,,"Arkules Barbara"
"=""35037255140000""","Arkules Barbara",1-12,"Slick Production Inc",OK,Creek,,,,1997-02-01,0,101,,"Arkules Barbara"
"=""35037255660000""",Collins,2b,"Mid-con Energy Operating Llc",OK,Creek,,,,1997-12-01,0,25,,Collins
"=""35037255660000""",Collins,2b,"Mid-con Energy Operating Llc",OK,Creek,,,,1997-07-01,0,39,,Collins
"=""35037253630000""",Evans,4,"Swan James A",OK,Creek,,,,1997-12-01,0,463,,Evans
"=""35037253630000""",Evans,4,"Swan James A",OK,Creek,,,,1997-09-01,0,207,,Evans
"=""35037253630000""",Evans,4,"Swan James A",OK,Creek,,,,1997-01-01,0,352,,Evans
"=""35037256440000""",Kellyville,1,"Atchley Resources Inc",OK,Creek,,,,1997-06-01,0,38,,Kellyville
"=""35037256440000""",Kellyville,1,"Atchley Resources Inc",OK,Creek,,,,1997-05-01,0,50,,Kellyville
"=""35037256440000""",Kellyville,1,"Atchley Resources Inc",OK,Creek,,,,1997-04-01,0,58,,Kellyville
"=""35037265180000""","Kellyville Unit #4",1,"Atchley Resources Inc",OK,Creek,,,,1997-12-01,0,28,,"Kellyville Unit #4"
"=""35037265180000""","Kellyville Unit #4",1,"Atchley Resources Inc",OK,Creek,,,,1997-11-01,0,134,,"Kellyville Unit #4"
"=""35037265180000""","Kellyville Unit #4",1,"Atchley Resources Inc",OK,Creek,,,,1997-03-01,0,132,,"Kellyville Unit #4"
"=""35037262480000""",Kellyville,2,"Atchley Resources Inc",OK,Creek,,,,1997-04-01,0,54,,Kellyville
"=""35037262500000""",Hampton,1,"Burl Oil",OK,Creek,,,,1997-06-01,0,588,,Hampton
"=""35037263900000""",Provence,1,"Vann Mary L",OK,Creek,,,,1997-05-01,0,312,,Provence
"=""35037263900000""",Provence,1,"Vann Mary L",OK,Creek,,,,1997-03-01,0,431,,Provence
"=""35037263940000""","Curley #1",1,"Burl Oil",OK,Creek,,,,1997-12-01,0,72,,"Curley #1"
"=""35037231520000""",Guinn,1,"B & D Oil & Gas Llc",OK,Creek,,,,1997-01-01,0,579,,Guinn
"=""35037236470000""","Woodrow Childers ""e""",1,"Enervest Operating Llc",OK,Creek,,,,1997-02-01,0,140,,"Woodrow Childers ""e"""
"=""35037236490000""","Woodrow Childers",F-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-02-01,0,208,,"Woodrow Childers"
"=""35037234820000""",Sly,1,"Dyer Dale E Dba The Loving Company",OK,Creek,,,,1997-09-01,0,412,,Sly
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,1997-09-01,0,356,,Hendricks
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,1997-07-01,0,389,,Hendricks
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,1997-06-01,0,443,,Hendricks
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,1997-04-01,0,377,,Hendricks
"=""35037235280000""",Hendricks,1,"Dixon Clint A",OK,Creek,,,,1997-03-01,0,348,,Hendricks
"=""35037235400000""","Woodrow Childers",D-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-10-01,0,430,,"Woodrow Childers"
"=""35037235400000""","Woodrow Childers",D-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-07-01,0,496,,"Woodrow Childers"
"=""35037235400000""","Woodrow Childers",D-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-04-01,0,414,,"Woodrow Childers"
"=""35037232930000""","Woodrow Childers",C-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-11-01,0,676,,"Woodrow Childers"
"=""35037232930000""","Woodrow Childers",C-1,"Earlsboro Energies Corporation",OK,Creek,,,,1997-01-01,0,752,,"Woodrow Childers"
"=""35037240550000""",Dunbar,16-1,"Little Chicago Oil & Gas Inc",OK,Creek,,,,1997-08-01,0,110,,Dunbar
"=""35037241690000""",Beaver,1,"Mickalson Operating Company",OK,Creek,,,,1997-08-01,0,4,,Beaver
"=""35037244910000""",Harrison,5,"Inland Oil Corporation",OK,Creek,,,,1997-05-01,0,209,,Harrison
"=""35037244910000""",Harrison,5,"Inland Oil Corporation",OK,Creek,,,,1997-03-01,0,435,,Harrison
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,1997-12-01,0,189,,"A O C"
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,1997-07-01,0,232,,"A O C"
"=""35037268010000""","A O C",1,"Reserve Management Inc",OK,Creek,,,,1997-04-01,0,201,,"A O C"
"=""35037268170000""",English,1,"Selco Oil And Gas Inc",OK,Creek,,,,1997-01-01,0,410,,English
"=""35037262320000""",Davis,1,"Dyer Dale E Dba The Loving Company",OK,Creek,,,,1997-12-01,0,173,,Davis
"=""35037270110000""",Williams,1,"Mid-atlantic Energy Llc",OK,Creek,,,,1997-04-01,0,284,,Williams
"=""35037258540000""",Greer,1-10,"D & J Tank Trucks Inc",OK,Creek,,,,1997-12-01,0,402,,Greer
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,1997-12-01,0,1247,,Watson
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,1997-09-01,0,1210,,Watson
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,1997-06-01,0,1167,,Watson
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,1997-05-01,0,656,,Watson
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,1997-03-01,0,1156,,Watson
"=""35037257630000""",Mcgill,1,"Veenker Resources Inc",OK,Creek,,,,1997-11-01,0,1755,,Mcgill
"=""35037257630000""",Mcgill,1,"Veenker Resources Inc",OK,Creek,,,,1997-09-01,0,3252,,Mcgill
"=""35037260130000""",Kelly,2,"Dunlap Oil Company",OK,Creek,,,,1997-08-01,0,268,,Kelly
"=""35037260130000""",Kelly,2,"Dunlap Oil Company",OK,Creek,,,,1997-04-01,0,274,,Kelly
"=""35037256630000""",Posey,1,"Dixon Clint A",OK,Creek,,,,1997-12-01,0,224,,Posey
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,1997-08-01,0,831,,Shamas
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,1997-07-01,0,842,,Shamas
"=""35037218530000""",Shamas,1,"Krumme Oil Company Llp",OK,Creek,,,,1997-05-01,0,640,,Shamas
"=""35037217210000""",Coleman,1,"Krumme Oil Company Llp",OK,Creek,,,,1997-06-01,0,958,,Coleman
"=""35037217210000""",Coleman,1,"Krumme Oil Company Llp",OK,Creek,,,,1997-02-01,0,988,,Coleman
"=""35037220030000""",Calder,1,"Egret Operating Company",OK,Creek,,,,1997-08-01,0,517,,Calder
"=""35037220030000""",Calder,1,"Egret Operating Company",OK,Creek,,,,1997-04-01,0,472,,Calder
"=""35037221030000""",Howard,5,"Nbi Services Inc",OK,Creek,,,,1997-02-01,0,1487,,Howard
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,1997-08-01,0,603,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,1997-05-01,0,455,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,1997-03-01,0,625,,"Henderson ""q"""
"=""35037268990000""","Dunn     (nw Krfu #2-1)",1,"Mid-continent Energy Op Co",OK,Creek,,,,1997-06-01,0,335,,"Dunn     (nw Krfu #2-1)"
"=""35037268990000""","Dunn     (nw Krfu #2-1)",1,"Mid-continent Energy Op Co",OK,Creek,,,,1997-03-01,0,335,,"Dunn     (nw Krfu #2-1)"
"=""35037269190000""",Naifeh,85-1,"Dyer Dale E Dba The Loving Company",OK,Creek,,,,1997-08-01,0,839,,Naifeh
"=""35037269190000""",Naifeh,85-1,"Dyer Dale E Dba The Loving Company",OK,Creek,,,,1997-04-01,0,966,,Naifeh
"=""35037269450000""",Howard,7,"Nbi Services Inc",OK,Creek,,,,1997-06-01,0,86,,Howard
"=""35037268370000""","J M Ritze",1,"Denham Operating Company",OK,Creek,,,,1997-06-01,0,104,,"J M Ritze"
"=""35037268370000""","J M Ritze",1,"Denham Operating Company",OK,Creek,,,,1997-03-01,0,72,,"J M Ritze"
"=""35037268450000""",English,3,"Selco Oil And Gas Inc",OK,Creek,,,,1997-12-01,0,528,,English
"=""35037268450000""",English,3,"Selco Oil And Gas Inc",OK,Creek,,,,1997-05-01,0,426,,English
"=""35037268450000""",English,3,"Selco Oil And Gas Inc",OK,Creek,,,,1997-01-01,0,506,,English
"=""35037248460000""","Iron Post-side Door",1,"Iron Post Oil & Gas Co Inc",OK,Creek,,,,1997-11-01,0,345,,"Iron Post-side Door"
"=""35037248460000""","Iron Post-side Door",1,"Iron Post Oil & Gas Co Inc",OK,Creek,,,,1997-06-01,0,589,,"Iron Post-side Door"
"=""35037248460000""","Iron Post-side Door",1,"Iron Post Oil & Gas Co Inc",OK,Creek,,,,1997-01-01,0,554,,"Iron Post-side Door"
"=""35037251360000""",Owens,1,"Red Stone Resources Llc",OK,Creek,,,,1997-07-01,0,377,,Owens
"=""35037251360000""",Owens,1,"Red Stone Resources Llc",OK,Creek,,,,1997-05-01,0,279,,Owens
"=""35037251360000""",Owens,1,"Red Stone Resources Llc",OK,Creek,,,,1997-01-01,0,486,,Owens
"=""35037250390000""",Halford,4,"Galaxy Corporation (the)",OK,Creek,,,,1997-12-01,0,412,,Halford
"=""35037250390000""",Halford,4,"Galaxy Corporation (the)",OK,Creek,,,,1997-11-01,0,351,,Halford
"=""35037250390000""",Halford,4,"Galaxy Corporation (the)",OK,Creek,,,,1997-09-01,0,337,,Halford
"=""35037250390000""",Halford,4,"Galaxy Corporation (the)",OK,Creek,,,,1997-05-01,0,274,,Halford
"=""35037011120000""",Franton,1-3w,"Egret Operating Company",OK,Creek,,,,1997-03-01,0,652,,Franton
"=""35037034960000""",Sneed,1,"Tat Inc",OK,Creek,,,,1997-08-01,0,257,,Sneed
"=""35037034960000""",Sneed,1,"Tat Inc",OK,Creek,,,,1997-05-01,0,196,,Sneed
"=""35037034960000""",Sneed,1,"Tat Inc",OK,Creek,,,,1997-01-01,0,274,,Sneed
"=""35037003600000""",Lacey,1,"R & D Oil & Gas",OK,Creek,,,,1997-06-01,0,2995,,Lacey
"=""35037017550000""",Corey,1,"Little Chicago Oil & Gas Inc",OK,Creek,,,,1997-05-01,0,152,,Corey
"=""35037017550000""",Corey,1,"Little Chicago Oil & Gas Inc",OK,Creek,,,,1997-03-01,0,208,,Corey
"=""35037016710000""","Jennette Richard",20,"Petco Petroleum Corp",OK,Creek,,,,1997-07-01,0,466,,"Jennette Richard"
"=""35037211400000""",Howard,2,"Tidewater Operating Co Inc",OK,Creek,,,,1997-12-01,0,123,,Howard
"=""35037211400000""",Howard,2,"Tidewater Operating Co Inc",OK,Creek,,,,1997-08-01,0,136,,Howard
"=""35037211400000""",Howard,2,"Tidewater Operating Co Inc",OK,Creek,,,,1997-07-01,0,112,,Howard
"=""35037212080000""",Goff,1,"Spess Oil Company Inc",OK,Creek,,,,1997-07-01,0,360,,Goff
"=""35037212080000""",Goff,1,"Spess Oil Company Inc",OK,Creek,,,,1997-06-01,0,355,,Goff
"=""35037212080000""",Goff,1,"Spess Oil Company Inc",OK,Creek,,,,1997-04-01,0,371,,Goff
"=""35037214130000""",Edmiston,1,"Ponder Oil Producers Llc",OK,Creek,,,,1997-08-01,0,1113,,Edmiston
"=""35037214130000""",Edmiston,1,"Ponder Oil Producers Llc",OK,Creek,,,,1997-07-01,0,1198,,Edmiston
"=""35037213640000""",Kirschner,1-a,"Red Stone Resources Llc",OK,Creek,,,,1997-11-01,0,464,,Kirschner
"=""35037213640000""",Kirschner,1-a,"Red Stone Resources Llc",OK,Creek,,,,1997-06-01,0,830,,Kirschner
"=""35037224300000""",Whitmore,1,"Miller-mcgee Operating Inc",OK,Creek,,,,1997-08-01,0,320,,Whitmore
"=""35037224300000""",Whitmore,1,"Miller-mcgee Operating Inc",OK,Creek,,,,1997-05-01,0,218,,Whitmore
"=""35037228090000""",Jennings,1,"T Bar M Energy Resources Llc",OK,Creek,,,,1997-11-01,0,914,,Jennings
"=""35037230790000""",Westover,1,"Krumme Oil Company Llp",OK,Creek,,,,1997-03-01,0,41,,Westover
"=""35037217930000""",Warnock,1,"Krumme Oil Company Llp",OK,Creek,,,,1997-08-01,0,485,,Warnock
"=""35037275230000""",Mcguire,1-6,"Inland Oil Corporation",OK,Creek,,,,1997-08-01,0,425,,Mcguire
"=""35037276410000""",Dock,1-19,"B & P Oil & Gas",OK,Creek,,,,1997-03-01,0,544,,Dock
"=""35037276410000""",Dock,1-19,"B & P Oil & Gas",OK,Creek,,,,1997-01-01,0,560,,Dock
"=""35037276490000""","R.c. Lester",2,"Drumright Well Service Inc",OK,Creek,,,,1997-11-01,0,252,,"R.c. Lester"
"=""35037276490000""","R.c. Lester",2,"Drumright Well Service Inc",OK,Creek,,,,1997-06-01,0,352,,"R.c. Lester"
"=""35037276490000""","R.c. Lester",2,"Drumright Well Service Inc",OK,Creek,,,,1997-01-01,0,54,,"R.c. Lester"
"=""35037276620000""",Edmiston,2,"Egret Operating Company",OK,Creek,,,,1997-09-01,0,69,,Edmiston
"=""35037275890000""",Peterson,1,"Eagle River Energy Corporation",OK,Creek,,,,1997-06-01,0,328,,Peterson
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,1997-07-01,0,5085,,Sinclair
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,1997-01-01,0,3167,,Sinclair
"=""35037283860000""",Bishop,4,"United Energy & Exploration Llc",OK,Creek,,,,1997-06-01,0,1452,,Bishop
"=""35037281990000""",Eagle,12-1,"Centrex Operating Company",OK,Creek,,,,1997-04-01,0,4871,,Eagle
"=""35037281990000""",Eagle,12-1,"Centrex Operating Company",OK,Creek,,,,1997-03-01,0,4116,,Eagle
"=""35037281660000""",Williams,1,"Meadowbrook Oil Corporation Of Ok Inc",OK,Creek,,,,1997-03-01,0,675,,Williams
"=""35037281780000""",Eagle,1-2,"Centrex Operating Company",OK,Creek,,,,1997-11-01,0,319,,Eagle
"=""35037281780000""",Eagle,1-2,"Centrex Operating Company",OK,Creek,,,,1997-08-01,0,458,,Eagle
"=""35037281780000""",Eagle,1-2,"Centrex Operating Company",OK,Creek,,,,1997-04-01,0,413,,Eagle
"=""35037281780000""",Eagle,1-2,"Centrex Operating Company",OK,Creek,,,,1997-02-01,0,362,,Eagle
"=""35037281780000""",Eagle,1-2,"Centrex Operating Company",OK,Creek,,,,1997-01-01,0,105,,Eagle
"=""35037274300000""",Tiger,1,"Egret Operating Company",OK,Creek,,,,1997-05-01,0,326,,Tiger
"=""35037272540000""",Allen,3,"Denham Operating Company",OK,Creek,,,,1997-07-01,0,177,,Allen
"=""35037272540000""",Allen,3,"Denham Operating Company",OK,Creek,,,,1997-02-01,0,165,,Allen
"=""35037274970000""",Moore,1-1,"O'dell Donald E",OK,Creek,,,,1997-09-01,0,388,,Moore
"=""35037274970000""",Moore,1-1,"O'dell Donald E",OK,Creek,,,,1997-01-01,0,268,,Moore
"=""35037275140000""",Breckenridge,1,"Kiska Oil Company",OK,Creek,,,,1997-12-01,0,123,,Breckenridge
"=""35037275140000""",Breckenridge,1,"Kiska Oil Company",OK,Creek,,,,1997-10-01,0,81,,Breckenridge
"=""35037275140000""",Breckenridge,1,"Kiska Oil Company",OK,Creek,,,,1997-08-01,0,50,,Breckenridge
"=""35037275140000""",Breckenridge,1,"Kiska Oil Company",OK,Creek,,,,1997-02-01,0,63,,Breckenridge
"=""35037280320000""",Annaco,1,"Melson Oil & Gas Inc",OK,Creek,,,,1997-11-01,0,610,,Annaco
"=""35037280320000""",Annaco,1,"Melson Oil & Gas Inc",OK,Creek,,,,1997-03-01,0,1011,,Annaco
"=""35037280410000""",Annaco,2,"Melson Oil & Gas Inc",OK,Creek,,,,1997-09-01,0,159,,Annaco
"=""35037280410000""",Annaco,2,"Melson Oil & Gas Inc",OK,Creek,,,,1997-08-01,0,29,,Annaco
"=""35037279200000""",Corbin,1-17,"Pekrul Gerald Max",OK,Creek,,,,1997-11-01,0,96,,Corbin
"=""35037279200000""",Corbin,1-17,"Pekrul Gerald Max",OK,Creek,,,,1997-09-01,0,110,,Corbin
"=""35037279200000""",Corbin,1-17,"Pekrul Gerald Max",OK,Creek,,,,1997-06-01,0,122,,Corbin
"=""35037279200000""",Corbin,1-17,"Pekrul Gerald Max",OK,Creek,,,,1997-03-01,0,112,,Corbin
"=""35037306070000""",Bishop,1,"Kiska Oil Company",OK,Creek,,,,1997-09-01,0,1,,Bishop
"=""35037306070000""",Bishop,1,"Kiska Oil Company",OK,Creek,,,,1997-06-01,0,18,,Bishop
"=""35037306070000""",Bishop,1,"Kiska Oil Company",OK,Creek,,,,1997-04-01,0,23,,Bishop
"=""35037306530000""","Wickham-bruner (bruner 1a)",1-a,"Oilton Petroleum Inc",OK,Creek,,,,1997-11-01,0,1174,,"Wickham-bruner (bruner 1a)"
"=""35037306530000""","Wickham-bruner (bruner 1a)",1-a,"Oilton Petroleum Inc",OK,Creek,,,,1997-06-01,0,1221,,"Wickham-bruner (bruner 1a)"
"=""35037306530000""","Wickham-bruner (bruner 1a)",1-a,"Oilton Petroleum Inc",OK,Creek,,,,1997-04-01,0,1229,,"Wickham-bruner (bruner 1a)"
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,1997-10-01,0,160,,Bond
"=""35081215890000""",Bond,13-1,"Palm Operating Llc",OK,Creek,,,,1997-07-01,0,175,,Bond
"=""35037282410000""",Pierce,1,"Withrow Oil Company Inc",OK,Creek,,,,1997-05-01,0,617,,Pierce
"=""35037003600000""",Lacey,1,"R & D Oil & Gas",OK,Creek,,,,1996-08-01,0,2656,,Lacey
"=""35037003600000""",Lacey,1,"R & D Oil & Gas",OK,Creek,,,,1996-03-01,0,2637,,Lacey
"=""35037281010000""",Nemic,1,"Biggs Sheldon",OK,Creek,,,,1996-01-01,0,230,,Nemic
"=""35037272540000""",Allen,3,"Denham Operating Company",OK,Creek,,,,1996-10-01,0,170,,Allen
"=""35037283860000""",Bishop,4,"United Energy & Exploration Llc",OK,Creek,,,,1996-11-01,0,2064,,Bishop
"=""35037283860000""",Bishop,4,"United Energy & Exploration Llc",OK,Creek,,,,1996-05-01,0,2305,,Bishop
"=""35037283860000""",Bishop,4,"United Energy & Exploration Llc",OK,Creek,,,,1996-01-01,0,2986,,Bishop
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,1996-09-01,0,1428,,Sinclair
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,1996-07-01,0,1553,,Sinclair
"=""35037283390000""",Sinclair,6,"United Energy & Exploration Llc",OK,Creek,,,,1996-01-01,0,1061,,Sinclair
"=""35037276410000""",Dock,1-19,"B & P Oil & Gas",OK,Creek,,,,1996-04-01,0,602,,Dock
"=""35037256630000""",Posey,1,"Dixon Clint A",OK,Creek,,,,1996-10-01,0,365,,Posey
"=""35037256630000""",Posey,1,"Dixon Clint A",OK,Creek,,,,1996-05-01,0,555,,Posey
"=""35037258540000""",Greer,1-10,"D & J Tank Trucks Inc",OK,Creek,,,,1996-09-01,0,240,,Greer
"=""35037258540000""",Greer,1-10,"D & J Tank Trucks Inc",OK,Creek,,,,1996-06-01,0,229,,Greer
"=""35037258540000""",Greer,1-10,"D & J Tank Trucks Inc",OK,Creek,,,,1996-01-01,0,373,,Greer
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,1996-08-01,0,1059,,Watson
"=""35037258690000""",Watson,1,"Selco Oil And Gas Inc",OK,Creek,,,,1996-04-01,0,1230,,Watson
"=""35037255660000""",Collins,2b,"Mid-con Energy Operating Llc",OK,Creek,,,,1996-01-01,0,64,,Collins
"=""35037269190000""",Naifeh,85-1,"Dyer Dale E Dba The Loving Company",OK,Creek,,,,1996-06-01,0,1544,,Naifeh
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,1996-09-01,0,706,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,1996-07-01,0,733,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,1996-05-01,0,703,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,1996-04-01,0,669,,"Henderson ""q"""
"=""35037268900000""","Henderson ""q""",1,"Bd Operating Llc",OK,Creek,,,,1996-02-01,0,695,,"Henderson ""q"""
"=""35037268990000""","Dunn     (nw Krfu #2-1)",1,"Mid-continent Energy Op Co",OK,Creek,,,,1996-12-01,0,176,,"Dunn     (nw Krfu #2-1)"
